nome,texto,#palavras,#unicas,#pontos_interrogacao,#pontos_exclamacao,#nomes,#adjectivos,#adverbios,#verbos,diversidade_lexical,densidade_lexical,sentimento
CAPÍTULO VI,Que quer?,3,3,1,0,0,0,0,1,1,33.33333333333333,"[{'label': 'NEUTRAL', 'score': 0.4550386369228363}]"
CAPÍTULO VI,"O fidalgo não respondeu. — Quer que lhe abra a boca com uma bala? — disse Simão. — Que lhe importa ao senhor saber o que quero? — disse Baltasar — Se eu tiver um segredo, como o senhor parece que tem o seu nestes sítios, sou obrigado a confessar-lho!?",58,42,3,1,7,0,1,13,21,36.206896551724135,"[{'label': 'NEUTRAL', 'score': 0.5354662537574768}]"
CAPÍTULO VI,"Simão refletiu, e respondeu: — Este muro pertence a uma casa onde mora uma só família, e uma só mulher. — Nesta casa há mais de quarenta mulheres esta noite — redarguiu o primo de Teresa. — Se o cavalheiro espera uma, eu posso esperar outra. — Quem é o senhor? — disse com arrogância o filho do corregedor. — Não conheço o homem que me interroga, nem quero conhecer.",81,57,1,0,14,1,3,14,32,39.50617283950617,"[{'label': 'NEGATIVE', 'score': 0.6128380298614502}]"
CAPÍTULO VI,Fiquemos cada um com o nosso nome incógnito.,9,9,0,0,1,1,0,1,3,33.33333333333333,"[{'label': 'NEUTRAL', 'score': 0.6277713775634766}]"
CAPÍTULO VI,Boas noites.,3,3,0,0,2,0,0,0,2,66.66666666666666,"[{'label': 'NEUTRAL', 'score': 0.5167500376701355}]"
CAPÍTULO VI,"Baltasar Coutinho retrocedeu, dizendo entre si: De que vale uma espada contra dois homens e duas pistolas?",20,20,1,0,3,0,0,3,6,30.0,"[{'label': 'NEUTRAL', 'score': 0.44699516892433167}]"
CAPÍTULO VI,"Simão Botelho cavalgou, e partiu para casa do hospitaleiro ferrador.",12,12,0,0,2,1,0,2,5,41.66666666666667,"[{'label': 'POSITIVE', 'score': 0.4036657214164734}]"
CAPÍTULO VI,O sobrinho de Tadeu de Albuquerque entrou na sala sem denunciar nenhuma alteração de ânimo.,16,14,0,0,4,0,0,2,6,37.5,"[{'label': 'NEGATIVE', 'score': 0.5155360698699951}]"
CAPÍTULO VI,"Viu que Teresa o observava de revés, e soube dissimular o que lhe ia na alma de modo que isso a sossegou.",24,20,0,0,3,0,0,5,8,33.33333333333333,"[{'label': 'NEGATIVE', 'score': 0.5809174180030823}]"
CAPÍTULO VI,"A pobre menina, ansiosa por se ver sozinha, viu com prazer erguer-se para sair a primeira família, que deu rebate às outras, menos a de Castro D aire e as suas irmãs, que ficaram hospedados em casa do seu tio, com tenção de se demorarem oito dias em Viseu.",56,45,0,0,10,4,1,7,22,39.285714285714285,"[{'label': 'NEGATIVE', 'score': 0.7225024700164795}]"
CAPÍTULO VI,"Velou Teresa o resto da noite, a escrever a Simão a longa história dos seus terrores, e pedindo-lhe perdão por não o ter avisado do baile, pois estava doida de alegria com a sua vinda.",39,33,0,0,8,2,1,3,14,35.8974358974359,"[{'label': 'NEGATIVE', 'score': 0.6980596780776978}]"
CAPÍTULO VI,No tocante ao plano de se encontrarem na noite seguinte não havia alteração na carta.,16,15,0,0,5,1,1,2,9,56.25,"[{'label': 'NEUTRAL', 'score': 0.45988965034484863}]"
CAPÍTULO VI,Isto espantou o académico.,5,5,0,0,1,0,0,1,2,40.0,"[{'label': 'POSITIVE', 'score': 0.37566637992858887}]"
CAPÍTULO VI,"A seu ver, aquele vulto era o de Baltasar Coutinho, e o pai de Teresa devia ser sido avisado naquela mesma noite.",25,22,0,0,3,1,0,3,7,28.000000000000004,"[{'label': 'NEGATIVE', 'score': 0.6081286668777466}]"
CAPÍTULO VI,"Escreveu ele a contar a história do incidente mas receando, porém, assustar Teresa e privar-se da entrevista, escreveu nova carta, em que não transluzia medo de ser atacado, nem sequer receio de marear-lhe a fama.",41,34,0,0,7,2,1,8,18,43.90243902439025,"[{'label': 'NEGATIVE', 'score': 0.7319515347480774}]"
CAPÍTULO VI,Quis parecer a Simão Botelho que este era o digno porte de um amante corajoso.,16,16,0,0,2,2,0,2,6,37.5,"[{'label': 'NEGATIVE', 'score': 0.4987984001636505}]"
CAPÍTULO VI,"Passou o estudante aquele dia a contar as longas horas, e meditando instantes nos funestos resultados que podia ter a sua temerária ida, se Baltasar Coutinho era aquele homem que reservara para melhor relance a vingança da provocação insolente.",42,37,0,0,10,5,0,6,21,50.0,"[{'label': 'NEGATIVE', 'score': 0.7384120225906372}]"
CAPÍTULO VI,"Mas, de si para si, pensar ele que isso era mais covardia que prudência.",17,14,0,0,1,1,1,1,4,23.52941176470588,"[{'label': 'NEUTRAL', 'score': 0.4023306667804718}]"
CAPÍTULO VI,"O ferrador tinha uma filha, rapariga de vinte e quatro anos, formas bonitas, um rosto belo e triste.",22,19,0,0,6,3,0,1,10,45.45454545454545,"[{'label': 'NEGATIVE', 'score': 0.5501729249954224}]"
CAPÍTULO VI,"Notou Simão os reparos em que ela se demorava a contemplá-lo, e perguntou-lhe a causa daquele olhar melancólico com que ela o olhava.",25,22,0,0,3,1,0,5,9,36.0,"[{'label': 'NEGATIVE', 'score': 0.7129435539245605}]"
CAPÍTULO VI,"Mariana corou, abriu um sorriso triste, e respondeu: — Não sei o que me adivinha o coração a respeito da vossa Senhoria.",26,24,0,0,3,1,1,5,10,38.46153846153847,"[{'label': 'NEUTRAL', 'score': 0.5981215834617615}]"
CAPÍTULO VI,"Alguma desgraça está para lhe suceder. — A menina não dizia isso — respondeu Simão — sem saber alguma coisa da minha vida. — Alguma coisa sei. — disse ela. — Foi o arrieiro que lhe contou? — Não, senhor.",47,34,1,0,7,0,1,8,16,34.04255319148936,"[{'label': 'NEGATIVE', 'score': 0.567258358001709}]"
CAPÍTULO VI,"É que o meu pai conhece o da vossa Senhoria, e também conhece o senhor.",17,14,0,0,2,0,1,2,5,29.411764705882355,"[{'label': 'NEGATIVE', 'score': 0.4341636896133423}]"
CAPÍTULO VI,"E há bocado, ouvi estar o meu pai a dizer ao meu tio, que é o arrieiro que veio com a vossa Senhoria, que tinha as suas razões para saber que alguma desgraça lhe estava para acontecer. — Porquê? — Por amor de uma fidalga de Viseu, que tem um primo em CastroD’aire.",60,46,1,0,9,0,1,8,18,30.0,"[{'label': 'NEGATIVE', 'score': 0.6802688837051392}]"
CAPÍTULO VI,"Simão espantou-se da publicidade do seu segredo, e ia colher pormenores do que ele julgava ser mistério entre as duas famílias, quando o mestre ferrador João da Cruz entrou no sobrado, onde o precedente diálogo se passara.",41,36,0,0,10,0,1,6,17,41.46341463414634,"[{'label': 'NEGATIVE', 'score': 0.7292319536209106}]"
CAPÍTULO VI,"A rapariga, como ouviu os passos do pai, saiu lestamente por outra porta. — Com a sua licença — disse mestre João.",26,23,0,0,6,0,1,3,10,38.46153846153847,"[{'label': 'NEUTRAL', 'score': 0.4322071373462677}]"
CAPÍTULO VI,"Dizendo, fechou por dentro ambas as portas, e sentou-se sobre uma arca. — Ora, meu fidalgo — continuou ele, descendo as mangas arregaçadas da camisa, e apertando-as com dificuldade nos grossos pulsos, como quem sabe as etiquetas das mangas — há-se-me desculpar por ter vindo assim em mangas de camisa; mas não dei com a jaqueta. — Está muito bem, senhor João — atalhou o académico. — Pois, senhor, eu devo um favor ao seu pai, e um favor grande.",95,66,0,0,18,2,6,14,40,42.10526315789473,"[{'label': 'NEUTRAL', 'score': 0.5116468667984009}]"
CAPÍTULO VI,"Uma vez armou-se aqui à minha porta uma desordem, por causa de um coice que um cavalo de um almocreve deu numa égua, que eu estava a ferrar, e em tão boa hora foi, que lhe partiu a perna por aqui, mais ou menos.",50,38,0,0,10,1,4,5,20,40.0,"[{'label': 'NEGATIVE', 'score': 0.7505073547363281}]"
CAPÍTULO VI,"João da Cruz mostrou na sua perna o ponto por onde fora fraturada a da égua, e continuou: — Como tinha ali à mão o martelo, não me contive e preguei-o com ele na cabeça do cavalo, que foi logo para terra.",47,41,0,0,8,0,3,6,17,36.17021276595745,"[{'label': 'NEUTRAL', 'score': 0.5418456196784973}]"
CAPÍTULO VI,"O recoveiro de Garção, que era chibante, deitou as unhas a um bacamarte, que trazia entre uma carga, e disparou-mo logo, sem mais tir-te nem guar-te. Ó alma danada! — disse-lhe eu — pois tu não vês que o teu cavalo aleijou esta égua, que custou vinte peças ao seu dono, e que eu agora tenho de pagar, e tu queres dás-me um tiro por eu te atordoar o cavalo!? — E o tiro acertou-lhe? — atalhou Simão. — Acertou: mas saberá vossa senhoria que me não matou; acertou-me aqui por este braço esquerdo com dois quartos.",114,81,2,2,16,2,6,19,43,37.719298245614034,"[{'label': 'NEGATIVE', 'score': 0.49217113852500916}]"
CAPÍTULO VI,"E então eu, entro em casa, vou à cabeceira da cama, trago uma clavina, e desfecho-lha na tábua do peito.",25,22,0,0,6,0,1,4,11,44.0,"[{'label': 'POSITIVE', 'score': 0.39765340089797974}]"
CAPÍTULO VI,"O almocreve caiu como um tordo, e não tugiu nem mugiu.",13,13,0,0,2,2,1,1,6,46.15384615384615,"[{'label': 'NEUTRAL', 'score': 0.40837717056274414}]"
CAPÍTULO VI,"Prenderam-me, e fui para Viseu e já lá estava há três anos, no ano em que o paizinho da vossa senhoria foi nomeado corregedor.",27,25,0,0,5,0,2,2,9,33.33333333333333,"[{'label': 'NEGATIVE', 'score': 0.7462273836135864}]"
CAPÍTULO VI,"Andava muita gente a trabalhar contra mim, e todos me diziam que eu ia parar à forca.",19,19,0,0,2,0,0,4,6,31.57894736842105,"[{'label': 'NEGATIVE', 'score': 0.6613406538963318}]"
CAPÍTULO VI,"Estava lá na enxovia comigo um preso a cumprir sentença, e disse-me ele que o senhor corregedor tinha muita devoção para com as sete dores da nossa Senhora.",30,30,0,0,7,0,1,3,11,36.666666666666664,"[{'label': 'NEGATIVE', 'score': 0.6695010662078857}]"
CAPÍTULO VI,"Uma vez que ele ia a passar com a família para a missa e disse-lhe eu: Senhor corregedor, peço a vossa senhoria, pelas sete dores de Maria Santíssima, que me mande ir à sua presença, para eu explicar a minha culpa a vossa senhoria.",50,37,0,0,9,0,0,7,16,32.0,"[{'label': 'NEUTRAL', 'score': 0.441392183303833}]"
CAPÍTULO VI,"O paizinho de vossa senhoria chamou o meirinho-geral, e mandou apontar o meu nome.",16,15,0,0,4,0,0,3,7,43.75,"[{'label': 'NEGATIVE', 'score': 0.5675298571586609}]"
CAPÍTULO VI,"Ao outro dia fui chamado à presença do senhor corregedor e contei-lhe tudo, mostrando-lhe ainda as cicatrizes do braço.",21,20,0,0,6,0,1,3,10,47.61904761904761,"[{'label': 'NEGATIVE', 'score': 0.7173003554344177}]"
CAPÍTULO VI,"O seu pai ouviu-me, e disse- me: Vai-te embora, que eu farei o que puder.",19,17,0,0,1,0,0,5,6,31.57894736842105,"[{'label': 'NEUTRAL', 'score': 0.5816878080368042}]"
CAPÍTULO VI,"O caso é, meu fidalgo, que eu saí absolvido, quando muita gente dizia que eu havia de ser enforcado à minha porta.",26,22,0,0,4,0,1,4,9,34.61538461538461,"[{'label': 'NEUTRAL', 'score': 0.4152393043041229}]"
CAPÍTULO VI,"Faz favor de me dizer se eu não devo andar com a cara onde o seu paizinho põe os pés!? — Tem o senhor João motivo para lhe ser grato, não há dúvida nenhuma. — Agora faz favor de ouvir o resto.",47,40,1,1,8,2,3,9,22,46.808510638297875,"[{'label': 'NEUTRAL', 'score': 0.6702114939689636}]"
CAPÍTULO VI,"Eu, antes de ser ferrador, fui criado de farda em casa do fidalgo de Castro D aire, que é o senhor Baltasar.",26,22,0,0,5,0,1,1,7,26.923076923076923,"[{'label': 'NEGATIVE', 'score': 0.5797765851020813}]"
CAPÍTULO VI,Conhece-o vossa senhoria?,4,4,1,0,1,1,0,0,2,50.0,"[{'label': 'NEUTRAL', 'score': 0.40597885847091675}]"
CAPÍTULO VI,"Ora, se conhece! — Conheço de nome. — Foi ele que me abonou dez moedas de ouro para me estabelecer; mas já lhas paguei, Deus seja louvado.",33,28,0,1,4,0,2,6,12,36.36363636363637,"[{'label': 'NEUTRAL', 'score': 0.5081555247306824}]"
CAPÍTULO VI,"Há de haver seis meses que ele me mandou chamar a Viseu, e me disse que tinha trinta peças para me dar, se eu lhe fizesse um serviço.",31,27,0,0,3,0,0,8,11,35.483870967741936,"[{'label': 'NEGATIVE', 'score': 0.6403573751449585}]"
CAPÍTULO VI,"O que a vossa senhoria quiser, fidalgo.",9,9,0,0,2,0,0,1,3,33.33333333333333,"[{'label': 'NEUTRAL', 'score': 0.5827949047088623}]"
CAPÍTULO VI,E então ele disse-me que queria que eu tirasse a vida a um homem.,15,13,0,0,2,0,1,3,6,40.0,"[{'label': 'NEGATIVE', 'score': 0.4212402105331421}]"
CAPÍTULO VI,"Isto mexeu cá por dentro comigo, porque, a dizer a verdade, um homem que mata outro por estar num aperto não é o mesmo que um assassino de ofício, pois não? — Decerto. — respondeu Simão, adivinhando o remate da história — Quem era o homem que ele queria ver morto? — Era vossa senhoria. Ó homem! — disse o ferrador com espanto. — O senhor nem sequer mudou de cor! — Eu não nunca mudo de cor, senhor João — disse o académico. — Estou pasmado! — E vossemecê não aceitou a incumbência, pelo que vejo — disse Simão. — Não, senhor.",122,72,2,3,20,2,7,14,43,35.24590163934426,"[{'label': 'NEGATIVE', 'score': 0.5525870323181152}]"
CAPÍTULO VI,"Quando ele me disse quem era, a minha vontade era pregar-lhe com a cabeça numa esquina. — E ele disse-lhe a razão porque me mandava matar? — Não, meu fidalgo; eu conto-lhe: Na semana seguinte, quando soube que o senhor Baltasar (raios o partam!) tinha saído de Viseu, fui falar com o senhor corregedor, e contei-lhe tudo como se passara.",73,58,1,1,10,1,1,12,24,32.87671232876712,"[{'label': 'NEGATIVE', 'score': 0.6776874661445618}]"
CAPÍTULO VI,"O senhor corregedor esteve a pensar um pouco, e disse-me.. e a vossa senhoria há de me perdoar por lhe dizer o que o seu pai me disse tal e qual. — Diga. — O seu pai começou a esfregar o nariz, e disse-me: Eu sei o que é isso.",57,39,0,0,6,0,1,10,17,29.82456140350877,"[{'label': 'NEUTRAL', 'score': 0.6521906852722168}]"
CAPÍTULO VI,"Se aquele brejeiro do meu filho Simão tivesse honra, não olharia para a prima desse assassino.",18,18,0,0,5,0,1,2,8,44.44444444444444,"[{'label': 'NEGATIVE', 'score': 0.4048500061035156}]"
CAPÍTULO VI,Pensa o patife que eu consentiria que o meu filho se ligasse a uma filha de Tadeu de Albuquerque!,20,17,0,1,3,0,0,3,6,30.0,"[{'label': 'NEUTRAL', 'score': 0.600622832775116}]"
CAPÍTULO VI,E ainda disse mais coisas que não lembro mas fiquei ali a perceber tudo.,15,15,0,0,1,0,4,4,9,60.0,"[{'label': 'NEUTRAL', 'score': 0.46319520473480225}]"
CAPÍTULO VI,Ora aqui tem o que se passou.,8,8,0,0,0,0,2,2,4,50.0,"[{'label': 'NEUTRAL', 'score': 0.5117030739784241}]"
CAPÍTULO VI,Depois apareceu-me aqui vossa senhoria que na noite passada foi a Viseu.,13,13,0,0,2,1,2,1,6,46.15384615384615,"[{'label': 'NEGATIVE', 'score': 0.5055899620056152}]"
CAPÍTULO VI,"Perdoará a minha confiança mas vossa senhoria foi falar com a tal menina e eu estive para segui-lo mas, como ia o meu cunhado, que é homem para três, fiquei descansado.",35,30,0,0,6,0,1,6,13,37.142857142857146,"[{'label': 'NEGATIVE', 'score': 0.6871750950813293}]"
CAPÍTULO VI,Ele falou-me do encontro que vossa senhoria teve à porta do quintal da menina.,15,14,0,0,5,0,0,2,7,46.666666666666664,"[{'label': 'NEGATIVE', 'score': 0.5905104279518127}]"
CAPÍTULO VI,"Se lá voltar, senhor Simão, vá preparado para alguma coisa de maior.",15,14,0,0,2,1,1,2,6,40.0,"[{'label': 'POSITIVE', 'score': 0.47584062814712524}]"
CAPÍTULO VI,Eu bem sei que vossa senhoria não é medroso; mas de uma traição ninguém se livra.,18,18,0,0,2,1,2,2,7,38.88888888888889,"[{'label': 'NEUTRAL', 'score': 0.4174591600894928}]"
CAPÍTULO VI,"Se quer que eu vá também, estou às suas ordens; e a clavina que deu polícia ao almocreve ainda ali está, e dá fogo debaixo de água, como diz o outro.",36,32,0,0,5,0,4,5,14,38.88888888888889,"[{'label': 'NEGATIVE', 'score': 0.5042133331298828}]"
CAPÍTULO VI,"Mas, se vossa senhoria dá licença que eu lhe diga a minha opinião, o melhor é não andar nessas encamisadas.",23,22,0,0,4,0,1,3,8,34.78260869565217,"[{'label': 'NEUTRAL', 'score': 0.5630877614021301}]"
CAPÍTULO VI,"Se quer casar com ela, vá pedir licença ao seu paizinho, e deixe o resto cá por minha conta; desde que ela queira, eu, num abrir e fechar de olhos, atiro com ela para cima de uma égua, que ali tenho, e seu o pai e o seu primo ficam a ver navios. — Obrigado, meu amigo — disse Simão. — Aproveitarei os seus bons serviços quando me forem necessários.",82,59,0,0,13,2,3,13,31,37.80487804878049,"[{'label': 'NEUTRAL', 'score': 0.49691706895828247}]"
CAPÍTULO VI,"Esta noite hei de ir, como fui a noite passada, a Viseu.",15,12,0,0,2,1,1,2,6,40.0,"[{'label': 'NEGATIVE', 'score': 0.4571819305419922}]"
CAPÍTULO VI,"Se houver novidades, então veremos o que se há de fazer.",13,13,0,0,1,0,1,4,6,46.15384615384615,"[{'label': 'NEUTRAL', 'score': 0.4432078003883362}]"
CAPÍTULO VI,"Conto com vossemecê, e creia que tem em mim um amigo.",13,13,0,0,2,0,0,2,4,30.76923076923077,"[{'label': 'NEUTRAL', 'score': 0.4940704107284546}]"
CAPÍTULO VI,Mestre João da Cruz não respondeu.,7,7,0,0,0,0,1,1,2,28.57142857142857,"[{'label': 'NEUTRAL', 'score': 0.5479432940483093}]"
CAPÍTULO VI,"Dali foi examinar miudamente clavina, e entender-se com o cunhado sobre as cautelas necessárias, enquanto descarregava a arma, e a carregava de novo com umas balas especiais, que ele denominava amêndoas de pimpões.",38,31,0,0,8,2,2,5,17,44.73684210526316,"[{'label': 'NEGATIVE', 'score': 0.7071822285652161}]"
CAPÍTULO VI,"Neste intervalo, Mariana, a filha do ferrador, entrou no sobrado, e disse com meiguice a Simão Botelho: — Então sempre é certo o senhor ir? — Vou; porque não hei de ir? — Pois nossa Senhora há de com certeza ir na sua companhia — disse ela, saindo a correr para esconder as lágrimas.",64,49,2,0,9,1,4,11,25,39.0625,"[{'label': 'NEUTRAL', 'score': 0.38012412190437317}]"
CAPÍTULO VII,"Às dez horas e meia da noite daquele dia, três vultos convergiram para o local, pouco frequentado, em que se abria a porta do quintal de Tadeu de Albuquerque.",33,30,0,0,8,0,1,3,12,36.36363636363637,"[{'label': 'NEGATIVE', 'score': 0.6914951801300049}]"
CAPÍTULO VII,Ali se detiveram alguns minutos discutindo e gesticulando.,9,9,0,0,1,0,1,3,5,55.55555555555556,"[{'label': 'POSITIVE', 'score': 0.47537240386009216}]"
CAPÍTULO VII,"Dos três vultos havia um, cujas palavras eram ouvidas em silêncio e sem réplica pelos outros.",18,18,0,0,4,0,0,2,6,33.33333333333333,"[{'label': 'NEGATIVE', 'score': 0.5952130556106567}]"
CAPÍTULO VII,Dizia ele para um dos dois: — Não convém que estejas perto desta porta.,16,16,0,0,1,0,2,3,6,37.5,"[{'label': 'NEUTRAL', 'score': 0.4807060956954956}]"
CAPÍTULO VII,"Se o homem aparecesse aqui morto, as suspeitas caíam logo sobre mim ou sobre o meu tio.",19,17,0,0,3,0,2,3,8,42.10526315789473,"[{'label': 'NEGATIVE', 'score': 0.6892237067222595}]"
CAPÍTULO VII,"Afastem-se vocês um do outro, e tenham o ouvido atento ao tropel do cavalo.",16,15,0,0,3,1,0,2,6,37.5,"[{'label': 'NEUTRAL', 'score': 0.42254021763801575}]"
CAPÍTULO VII,"Depois apressem o passo até o encontrarem, de modo que os tiros sejam dados longe daqui. — Mas... — atalhou um — quem nos diz que ele vem a cavalo e não a pé? — É verdade! — acrescentou o outro. — Se ele vier a pé, eu lhes darei aviso para o seguirem até o terem a jeito de tiro, mas longe daqui, perceberam? — disse Baltasar Coutinho. — Sim, senhor; mas e se ele for para casa do pai, e entra sem nos dar tempo de atirar? — Tenho a certeza de que não vai para casa do pai, já vos disse.",121,72,3,1,17,0,11,20,48,39.66942148760331,"[{'label': 'NEGATIVE', 'score': 0.36983415484428406}]"
CAPÍTULO VII,Basta de palavreado.,4,4,0,0,2,0,0,0,2,50.0,"[{'label': 'NEUTRAL', 'score': 0.5792088508605957}]"
CAPÍTULO VII,"Vão esconder-se atrás da igreja, e não adormeçam.",10,10,0,0,1,0,2,2,5,50.0,"[{'label': 'NEUTRAL', 'score': 0.3548153340816498}]"
CAPÍTULO VII,"Debandou o grupo, e Baltasar ficou alguns momentos encostado ao muro.",13,13,0,0,3,0,0,3,6,46.15384615384615,"[{'label': 'NEGATIVE', 'score': 0.6559403538703918}]"
CAPÍTULO VII,Soaram os três quartos depois das dez.,8,8,0,0,1,0,1,0,2,25.0,"[{'label': 'POSITIVE', 'score': 0.43125179409980774}]"
CAPÍTULO VII,"O de Castro D aire colocou o ouvido à porta, e retirou-se aceleradamente, ouvindo o rumor da folhagem seca que Teresa vinha a pisar.",27,25,0,0,4,1,1,5,11,40.74074074074074,"[{'label': 'NEGATIVE', 'score': 0.6964073181152344}]"
CAPÍTULO VII,"Assim que Baltasar, cosido com o muro, desapareceu, um vulto aproximou-se do outro lado a passo rápido.",21,19,0,0,4,1,1,3,9,42.857142857142854,"[{'label': 'NEGATIVE', 'score': 0.7226835489273071}]"
CAPÍTULO VII,Não parou: foi direito a todos os pontos onde na sombra se podia esconder um homem.,18,18,0,0,4,0,1,3,8,44.44444444444444,"[{'label': 'NEUTRAL', 'score': 0.45376744866371155}]"
CAPÍTULO VII,Rodeou a igreja que estava a duzentos passos de distância.,11,10,0,0,3,0,0,1,4,36.36363636363637,"[{'label': 'POSITIVE', 'score': 0.40008869767189026}]"
CAPÍTULO VII,"Viu os dois vultos direitos com o recanto que formava a junção da capela-mor, e sobre o qual caíam as sombras da torre.",25,23,0,0,6,0,0,2,8,32.0,"[{'label': 'NEGATIVE', 'score': 0.49568113684654236}]"
CAPÍTULO VII,"Olhou-os de passagem, e suspeitou; não os conheceu, mas eles disseram entre si, depois que ele desapareceu: — É o João da Cruz, ferrador, ou o diabo por ele! — Que fará a esta hora por aqui? — Não sei! — Não desconfias que ele entre nisto? — Qual quê!",62,44,2,3,4,1,4,6,15,24.193548387096776,"[{'label': 'NEGATIVE', 'score': 0.6055722236633301}]"
CAPÍTULO VII,"Se entrasse, era por nós.",7,7,0,0,0,0,0,2,2,28.57142857142857,"[{'label': 'NEUTRAL', 'score': 0.5109891295433044}]"
CAPÍTULO VII,Não sabes que ele foi sócio do nosso amo? — E também sei que pôs a loja com dinheiro do Sr.,22,20,1,0,4,0,2,4,10,45.45454545454545,"[{'label': 'NEGATIVE', 'score': 0.640434980392456}]"
CAPÍTULO VII,Baltasar. — Pois então que medo tens? — Não há medo; mas também sei que foi o corregedor que o livrou da forca. — Isso que tem!,32,24,1,1,4,0,4,5,13,40.625,"[{'label': 'NEGATIVE', 'score': 0.4515833258628845}]"
CAPÍTULO VII,"O corregedor não se importa com isto, nem sabe que o filho cá está. — Assim será; mas não estou muito contente.",26,24,0,0,2,1,5,4,12,46.15384615384615,"[{'label': 'NEGATIVE', 'score': 0.5793026089668274}]"
CAPÍTULO VII,Ele é homem dos diabos. — Deixá-lo ser... tanto entram as balas nele como noutro.,18,17,0,0,3,0,1,2,6,33.33333333333333,"[{'label': 'NEUTRAL', 'score': 0.39753201603889465}]"
CAPÍTULO VII,A discussão continuou sobre várias conjeturas.,7,7,0,0,2,0,0,1,3,42.857142857142854,"[{'label': 'NEUTRAL', 'score': 0.43263182044029236}]"
CAPÍTULO VII,"De tudo o que eles disseram uma coisa era certíssima: ser o vulto o João da Cruz, ferrador.",21,19,0,0,3,1,0,1,5,23.809523809523807,"[{'label': 'POSITIVE', 'score': 0.35424232482910156}]"
CAPÍTULO VII,"Teria ele dado trezentos passos, quando os criados de Baltasar ouviram o remoto tropel de um cavalo.",19,18,0,0,5,0,1,2,8,42.10526315789473,"[{'label': 'NEGATIVE', 'score': 0.5536453127861023}]"
CAPÍTULO VII,"Ao tempo que eles saíam do seu esconderijo, saía João da Cruz à frente do cavaleiro.",18,17,0,0,4,0,0,2,6,33.33333333333333,"[{'label': 'NEGATIVE', 'score': 0.4918918311595917}]"
CAPÍTULO VII,"Simão aperrou as pistolas, e o arrieiro uma clavina. — Não há novidade — disse o ferrador -, mas saiba a vossa senhoria que já podia estar em baixo do cavalo com quatro tiros no peito.",40,36,0,0,10,0,3,4,17,42.5,"[{'label': 'NEUTRAL', 'score': 0.417363703250885}]"
CAPÍTULO VII,"O arrieiro reconheceu o cunhado, e disse: — És tu, João? — Sou eu.",19,17,1,0,2,0,0,2,4,21.052631578947366,"[{'label': 'NEUTRAL', 'score': 0.5711948871612549}]"
CAPÍTULO VII,Vim primeiro que tu.,5,5,0,0,0,0,1,1,2,40.0,"[{'label': 'NEUTRAL', 'score': 0.4316270649433136}]"
CAPÍTULO VII,"Simão estendeu a mão ao ferrador, e disse-lhe comovido: — Dê cá a sua mão; quero sentir na minha a mão de um homem honrado. — Nas ocasiões é que se conhecem os homens — redarguiu o ferrador. — Ora vamos, não há tempo para falatório.",53,42,0,0,10,1,3,10,24,45.28301886792453,"[{'label': 'NEGATIVE', 'score': 0.35635897517204285}]"
CAPÍTULO VII,O senhor doutor tem gente de soslaia à sua espera. — Tenho? — disse Simão. — Atrás da igreja estão dois homens que eu não pude conhecer; mas não se me dava de jurar que são criados do Sr.,43,37,1,0,8,0,3,8,19,44.18604651162791,"[{'label': 'NEGATIVE', 'score': 0.6854923367500305}]"
CAPÍTULO VII,Baltasar.,2,2,0,0,0,0,0,0,0,0.0,"[{'label': 'NEUTRAL', 'score': 0.394587904214859}]"
CAPÍTULO VII,"Salte do cavalo, que há de haver mostarda.",10,10,0,0,1,1,0,2,4,40.0,"[{'label': 'NEUTRAL', 'score': 0.4377092719078064}]"
CAPÍTULO VII,"Eu disse-lhe para não vir; mas a vossa senhoria veio, e agora é andar com a cara para a frente. — Eu não tenho medo, mestre João — disse o filho do corregedor. — Bem sei que não; mas, à vista do inimigo, veremos.",53,37,0,0,9,0,5,8,22,41.509433962264154,"[{'label': 'NEUTRAL', 'score': 0.5899379253387451}]"
CAPÍTULO VII,Simão tinha parado.,4,4,0,0,0,0,0,1,1,25.0,"[{'label': 'NEGATIVE', 'score': 0.36079004406929016}]"
CAPÍTULO VII,"O ferrador tomou as rédeas do cavalo, recuou alguns passos na rua, e foi prendê-lo à argola da parede de uma estalagem.",25,24,0,0,8,0,0,3,11,44.0,"[{'label': 'NEGATIVE', 'score': 0.5679171085357666}]"
CAPÍTULO VII,"Voltou e disse a Simão que o seguisse a ele e ao cunhado na distância de vinte passos; e que, se os visse parar perto do quintal de Albuquerque, não passasse do ponto de onde os visse.",41,31,0,0,5,0,2,7,14,34.146341463414636,"[{'label': 'NEGATIVE', 'score': 0.6507723331451416}]"
CAPÍTULO VII,"Quis o académico protestar contra um plano que o humilhava como protegido pela defesa dos dois homens; o ferrador, porém, não admitiu uma resposta. — Faça o que lhe digo, fidalgo — disse ele com energia.",42,34,0,0,8,0,2,8,18,42.857142857142854,"[{'label': 'NEUTRAL', 'score': 0.4512595534324646}]"
CAPÍTULO VII,"João da Cruz e o cunhado, espiando todas as esquinas, chegaram à frente do quintal de Teresa, e viram um vulto a sumir-se no ângulo da parede. — Vamos a eles — disse o ferrador — já passaram para o adro da igreja; nestes entrementes, o doutor chega à porta do quintal e entra; depois voltaremos para lhe guardar a saída.",69,49,0,0,14,0,2,11,27,39.130434782608695,"[{'label': 'NEGATIVE', 'score': 0.44047266244888306}]"
